TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"13-37071-2025","2025-12-19 12:13:53","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","3955000","254.99","254.99","3 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 7"
"13-37072-2025","2025-12-19 10:50:38","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","PALM JUMEIRAH","Land","Commercial","20000000","720.69","720.69","","","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","",""
"13-37073-2025","2025-12-19 10:41:35","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","960000","87.02","87.02","2 B/R","P-357","","","Dubai Cycling Course","0","0","","TOWN SQUARE SAFI"
"13-37074-2025","2025-12-19 10:47:44","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1160000","73.49","73.49","1 B/R","1","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","","MARINA QUAYS"
"13-37075-2025","2025-12-19 14:10:37","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","592000","184.08","184.08","1 B/R","B-16","","","IMG World Adventures","0","0","","K1"
"13-37076-2025","2025-12-19 11:48:55","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","1304000","81.85","81.85","1 B/R","B2-41","Nakheel Metro Station","Marina Mall","Burj Al Arab","0","0","",""
"13-37078-2025","2025-12-19 10:50:41","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","592000","38.08","38.08","Studio","P3-29","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Pearl House I by Imtiaz"
"13-37079-2025","2025-12-19 10:49:10","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Hotel Apartment","3000000","77.98","77.98","1 B/R","B3-111","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","The Address Residence-Fountain Views"
"13-37080-2025","2025-12-19 14:36:06","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Hotel Apartment","960000","85.3","85.3","1 B/R","P1-10","","","Motor City","0","0","","DAMAC HILLS - ARTESIA"
"13-37081-2025","2025-12-19 11:52:51","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","2480000","201.62","201.62","3 B/R","B741- B742","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","",""
"13-37082-2025","2025-12-19 14:53:42","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","1875000","174","174","3 B/R","","","","","0","0","","MAHA TOWNHOUSES "
"13-37084-2025","2025-12-19 11:00:25","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","600000","88.31","88.31","1 B/R","B1-51","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","SEASONS COMMUNITY- AUTUMN"
"13-37085-2025","2025-12-19 11:33:10","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","960000","103.22","103.22","1 B/R","416","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","WINDSOR MANOR"
"13-37086-2025","2025-12-19 11:28:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Land","Residential","2480000","240","240","","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","",""
"13-37088-2025","2025-12-19 11:17:25","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TOWN SQUARE","Building","Villa","2440000","187.92","187.92","3 B/R","","","","Dubai Cycling Course","0","0","","TOWN SQUARE ZAHRA"
"13-37089-2025","2025-12-19 11:30:58","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","540000","35.82","35.82","Studio","B2-35","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 10"
"13-37090-2025","2025-12-19 11:31:17","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","486000","45.72","45.72","Studio","P3-18","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","ELITE BUSINESS BAY RESIDENCE"
"13-37091-2025","2025-12-19 11:39:21","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","560000","44.64","44.64","Studio","1","Marina Mall Metro Station","Marina Mall","Burj Al Arab","0","0","","ARMADA TOWERS"
"13-37092-2025","2025-12-19 14:25:07","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","280000","42.74","42.74","Studio","","Rashidiya Metro Station","City Centre Mirdif","","0","0","","INTERNATIONAL CITY EMARATI"
"13-37093-2025","2025-12-19 12:28:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","360000","59.92","59.92","Studio","45 B","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","DIAMOND VIEWS 1"
"13-37094-2025","2025-12-19 11:15:00","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","365965","59.96","59.96","1 B/R","P-1053","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","Park Field"
"13-37095-2025","2025-12-19 12:30:48","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2880000","168","168","3 B/R","","","","","0","0","","Mudon Al Ranim 3"
"13-37096-2025","2025-12-19 11:49:50","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","676000","91","91","1 B/R","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"13-37097-2025","2025-12-19 11:47:50","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Jabal Ali First","Land","Residential","3440000","244.38","244.38","","","","","","0","0","","MUROOJ ALFURJAN WEST"
"13-37098-2025","2025-12-19 15:19:16","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","5810000","621.95","621.95","","","","","","0","0","","Tilal AL Furjan- Phase Two"
"13-37101-2025","2025-12-19 14:33:40","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARJAN","Unit","Flat","480000","39.24","39.24","Studio","P2-83","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Jewelz Residence"
"13-37102-2025","2025-12-19 12:55:53","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","1240000","133.69","133.69","2 B/R","102-103","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","",""
"13-37103-2025","2025-12-19 14:01:17","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","840000","98.56","98.56","1 B/R","B-76","Dubai Internet City","Marina Mall","Burj Al Arab","0","0","",""
"13-37104-2025","2025-12-19 12:13:25","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","988000","91.82","91.82","2 B/R","B-24","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","STARZ TOWER by DANUBE"
"13-37105-2025","2025-12-19 12:17:50","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","552500","33.27","33.27","Studio","B1-57","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 33"
"13-37107-2025","2025-12-19 14:06:52","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","1344000","131.9","131.9","3 B/R","P-94 , P-30 ","","","Dubai Cycling Course","0","0","","TOWN SQUARE ZAHRA"
"13-37108-2025","2025-12-19 12:27:14","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","659750","64.47","64.47","1 B/R","P2-147","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Amber"
"13-37109-2025","2025-12-19 13:30:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1240000","75.23","75.23","1 B/R","B-380","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","AL HABTOOR CITY"
"13-37110-2025","2025-12-19 12:27:25","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Building","Villa","2320000","165.73","165.73","3 B/R","","ENERGY Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"13-37111-2025","2025-12-19 12:12:43","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","1405000","201.69","201.69","2 B/R","","","","Motor City","0","0","",""
"13-37112-2025","2025-12-19 13:23:51","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1160000","89.14","89.14","1 B/R","P2-88","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","ELITE RESIDENCE"
"13-37113-2025","2025-12-19 12:48:11","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","848000","72.27","72.27","1 B/R","P2-123","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Azure"
"13-37114-2025","2025-12-19 12:44:06","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Land","Land","6428647","534.17","534.17","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","SIDRA"
"13-37115-2025","2025-12-19 17:29:51","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","3680000","204.28","204.28","3 B/R","B2-151, B2-152","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","BANYAN TREE RESIDENCES HILLSIDE DUBAI"
"13-37118-2025","2025-12-19 14:05:49","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","321000","32.63","32.63","Studio","P-211","","","Dubai Cycling Course","0","0","","UNA"
"13-37119-2025","2025-12-19 13:15:07","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","3990000","271.13","271.13","4 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","Maple III"
"13-37120-2025","2025-12-19 13:42:37","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","3890124","345.58","345.58","3 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 14"
"13-37121-2025","2025-12-19 13:03:44","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1820000","189.15","189.15","3 B/R","G-45","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Divine Living"
"13-37122-2025","2025-12-19 13:07:52","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","3850000","306.61","306.61","4 B/R","","","","","0","0","","Arabian Ranches lll - June"
"13-37123-2025","2025-12-19 13:47:48","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","660000","106.7","106.7","2 B/R","B2-46","","","IMG World Adventures","0","0","","DURAR1"
"13-37124-2025","2025-12-19 14:24:55","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","3750000","178.9","178.9","3 B/R","G081-2","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","0","0","",""
"13-37125-2025","2025-12-19 15:15:00","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","2948000","152.27","152.27","3 B/R","G-38, G-70","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Sobha Creek Vistas Grande"
"13-37126-2025","2025-12-19 15:15:38","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1873348","121.65","121.65","3 B/R","P2-37,P2-38","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"13-37127-2025","2025-12-19 15:51:07","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","619200","44.34","44.34","1 B/R","L1-233","","","Dubai Cycling Course","0","0","","LIVA"
"13-37128-2025","2025-12-19 16:56:48","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","Warsan First","Land","Commercial","14400000","1548.55","1548.55","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-37133-2025","2025-12-20 13:10:26","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","1600000","85.28","85.28","1 B/R","B-2615","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"14-2191-2025","2025-12-19 10:14:23","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 2 & 3","Land","Unit","25000000","2500","2500","","","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"14-2192-2025","2025-12-18 16:09:27","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 2 & 3","Land","Shop","33000000","4756.92","4756.92","","","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"14-2193-2025","2025-12-18 15:48:13","Mortgage","Modify Mortgage","Ready","Free Hold","Commercial","Al Qusais Industrial Fourth","Land","Commercial","30000000","1219.45","1219.45","","","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"190-3586-2025","2025-12-18 16:54:31","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Um Suqaim Third","Unit","Flat","2720000","111.22","111.22","2 B/R","B-360","","","","0","0","","Al Jazi - Madinat Jumeriah Living "
"190-3587-2025","2025-12-18 18:25:14","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2660000","191.4","191.4","3 B/R","","","","","0","0","","Mudon Al Ranim 3"
"190-3589-2025","2025-12-19 10:23:53","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","708000","57.67","57.67","1 B/R","BZ3C18","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","MIDTOWN - NOOR"
"190-3590-2025","2025-12-18 15:42:36","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2697500","215.1","215.1","","","","","","0","0","","DAMAC LAGOONS - SANTORINI (2)"
"190-3591-2025","2025-12-19 10:20:30","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","1750000","155","155","4 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Celeste by Westar"
"190-3592-2025","2025-12-19 11:07:06","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH GOLF","Unit","Flat","1365000","127.18","127.18","2 B/R","PH2-2LG-97","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","",""
"190-3593-2025","2025-12-19 11:07:43","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1101600","55.15","55.15","1 B/R","P4-129","","","","0","0","","Sobha Hartland - The Crest"
"190-3594-2025","2025-12-19 11:51:29","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","1552000","148.01","148.01","3 B/R","G-133,G-134","","","","0","0","","GEMZ by Danube "
"190-3595-2025","2025-12-19 12:50:59","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","SILICON OASIS","Unit","Flat","1112000","77.85","77.85","1 B/R","G-32","","","","0","0","","ALTIA ONE"
"190-3597-2025","2025-12-19 12:52:46","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","503750","44.54","44.54","1 B/R","G-188","","","Dubai Cycling Course","0","0","","LIVA"
"190-3598-2025","2025-12-19 12:41:07","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","2940000","128.14","128.14","2 B/R","P4-100","","","","0","0","","Grand Bleu Tower interiors by Elie Saab"
"190-3599-2025","2025-12-20 09:48:47","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","THE VALLEY","Building","Villa","748944","174","174","3 B/R","","","","","0","0","","The Valley-Nara"
"219-577-2025","2025-12-19 10:24:28","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","Al Yelayiss 1","Land","","1245500.89","144","144","","","","","","0","0","","DAMAC ISLANDS - SEYCHELLES 1"
"219-578-2025","2025-12-19 12:08:09","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","1642968","72","144","","","","","","0","0","","DAMAC LAGOONS - SANTORINI (2)"
"219-579-2025","2025-12-19 11:26:49","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1700099","112.24","112.24","","","","","","0","0","","DAMAC HILLS (2) - CAMELIA"
"41-31697-2025","2025-12-19 11:33:14","Sales","Delayed Sell","Ready","Free Hold","Residential","Wadi Al Safa 7","Land","Residential","66300","4.06","406","","","","","","0","0","","The Acres"
"41-31746-2025","2025-12-18 16:54:23","Sales","Delayed Sell","Ready","Free Hold","Residential","Um Suqaim Third","Unit","Flat","3400000","111.22","111.22","2 B/R","B-360","","","","0","0","","Al Jazi - Madinat Jumeriah Living "
"41-31749-2025","2025-12-19 09:13:22","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","3325000","191.4","191.4","3 B/R","","","","","0","0","","Mudon Al Ranim 3"
"41-31780-2025","2025-12-18 16:10:21","Sales","Delayed Sell","Ready","Free Hold","Residential","Wadi Al Safa 5","Land","Residential","7100000","523.26","523.26","","","","","","0","0","","ATHLON BY AL DAR 1"
"41-31784-2025","2025-12-19 10:23:47","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","885000","57.67","57.67","1 B/R","BZ3C18","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","MIDTOWN - NOOR"
